loss,mae,val_loss,val_mae
1917213568.0,149.32630920410156,0.028538130223751068,0.14106523990631104
637.2662963867188,0.40786078572273254,0.028203008696436882,0.14038564264774323
46.22150421142578,0.28397923707962036,0.028147902339696884,0.14014479517936707
2100.14453125,0.3592577874660492,0.0283950362354517,0.1408512145280838
2.3954689502716064,0.20368480682373047,0.0280739925801754,0.14010043442249298
366.1014709472656,0.3708953857421875,0.029088109731674194,0.14212195575237274
9551683584.0,581.1668090820312,0.02974623255431652,0.14336587488651276
366010925056.0,1202.2244873046875,0.027975821867585182,0.13994653522968292
8792288788480.0,15739.7216796875,0.029221680015325546,0.1423632949590683
4652072960.0,112.21187591552734,0.028475305065512657,0.14101524651050568
